IAB ID,Company Name,Rating,Rating By Users,Rating Status,Google Map Number,EstablishedYear,5 Years Period,Office Address,Division,Thana,Postcode,Email ID,Contact,Website,Website Status,Name of Proprietor/Partner/Director,Lab ID,Designation,IAB Member Architect,Architectural Graduate,Total
IAB-RP-H01,H I ARCHITECTS ,N/A,N/A,Unavailable,"43.752041569753395, -79.46438082206959",2019,2016-2020," 101, R M Centre (Level‐3), CWN (C) 5, Gulshan Avenue, Gulshan, Dhaka‐121",Dhaka, Gulshan, Dhaka‐121,md.hasan.imam23@gmail.com, +88 01714110471,Unavailable,Unregistered,Ar. Mohammad Hasan Imam,I‐037,Principal Architect,1,0,1
IAB-RP-I01,IDEA ,N/A,N/A,Unavailable,"23.75350720781661, 90.3743721440427",2003,2001-2005," JMC Plaza, Flat‐A‐6,    House‐8/A/9, Road‐13(New), Dhanmondi, Dhaka‐1209",Dhaka, Dhanmondi, Dhaka‐1209,idea@enstudio.org, +88‐02‐9144347,Unavailable,Unregistered,Ar. Moushumi Ahmed,A‐159,Managing Director,1,3,4
IAB-RP-I02,IMAGE ARCHITECTS ,N/A,N/A,Unavailable,"23.780341065746324, 90.3657417088393",2010,2006-2010," House‐10/GA, Road‐2, Shyamoli, Dhaka‐1207",Dhaka, Shyamoli, Dhaka‐1207,image_architects@yahoo.com," +8801712573353, +8801681235750",Unavailable,Unregistered,Ar. Md. Emdadul Habib,H‐155,Principal Architect,2,3,5
IAB-RP-I03,INGRID ARCHITECTS ,5,1,Available,"23.998374687815005, 90.3045532805385",1996,1996-2000," House#394(3rd floor), Road#29, DOHS Mohakhali , Dhaka 1206",Dhaka, DOHS Mohakhali , Dhaka-1206,ingrid_dhaka@yahoo.com, +88‐02‐9880507,Unavailable,Unregistered,Ar. Anwarul Islam Khan,K‐083,Partner,0,0,0
IAB-RP-I04,ICON DESIGN STUDIO ,N/A,N/A,Unavailable,"23.744173512832024, 90.38103819294889",2014,2011-2015," Icon Elan, House‐29, Road‐7, 1st Floor, Dhanmondi, Dhaka‐1205",Dhaka, Dhanmondi, Dhaka‐1205,suriti@icon‐bd.com,8801819211608,https://www.icondesignstudio.net/,Registered,Ar. Suriti Tassannum,T‐022,Principal Architect,2,0,2
IAB-RP-I05,INARCH STUDIO AND CONSTRUCTION LIMITED ,4,4,Available,"23.78324705626653, 90.39834557202735",2010,2006-2010," House‐140, 3rd Floor, Road‐04, New DOHS, Mohakhali, Dhaka‐1206",Dhaka, Mohakhali, Dhaka‐1206,studio.inarch@gmail.com,8801715005352,www.studioinarch.com.bd,Registered,Ar. Mohammad Mamunur Rasheed,R‐089,Managing Director & Principal Architect,0,0,0
IAB-RP-I06,INSIGHT ARCHITECTS  ,5,6,Available,"23.763055144398432, 90.35847318870368",2010,2006-2010," House‐122, Road‐01, Mohammadi Housing Society, Mohammadpur, Dhaka‐1207",Dhaka, Mohammadpur, Dhaka‐1207,insightarcdhaka@gmail.com,8801711577032,www.facebook.com/insightarch,Registered,Ar. Masud Ur Rashid,R‐104,Principal Architect,6,1,7
IAB-RP-I07,IN QUEST DESIGN STUDIO ,4.7,35,Available,"23.756378193494683, 90.36806382548379",2017,2016-2020," House‐5/12, Ground Floor, Block‐D, Lalmatia, Dhaka‐1209",Dhaka, Lalmatia, Dhaka‐1209,inquestbd@gmail.com," 02 58153033, +88 01713038759, +88 01717602792",www.inquestbd.com,Registered,Ar. Selim Altaf Biplob,B‐025,Sr. Partner,0,0,0
IAB-RP-I08,"INTEGRATED DESIGNERS, ENGINEERS AND ARCHITECTS LIMITED",2,2,Available,"23.771122578265203, 90.36949056692744",2020,2016-2020," Flat‐C5, Mother’s Dream Apartments, 1/2, 1/3 Darussalam, Dhaka‐1216",Dhaka,Darussalam, Dhaka‐1216,contact.ideal.consultants@gmail.com, +88 01912085801,https://intdesigns.com/,Registered,Ar. Syed Abdul Halim,H‐233,Managing Director,3,0,3
IAB-RP-J01,J.A.ARCHITECTS LTD. ,4.6,59,Available,"23.794504266793826, 90.41947217390887",2005,2001-2005,"Apt: C1, 1st Floor, Rabbee House, CEN(B)11, Road 99,Gulshan 2, Dhaka‐1212",Dhaka,Gulshan, Dhaka‐1212,mail@jaarchitects.com.bd," +88‐02‐9889196, 9887311",www.jaarchitects.com.bd,Registered,Ar. Afroza Ahmed,A‐087,Chairperson,0,0,0
IAB-RP-J02,J.M. CONSULTANT ,,,Unavailable,"23.794070432234413, 90.3846383659642",2009,2006-2010,"937, Flat‐G5, Eidgha Road, Ibrahimpur, Kafrul, Cantonment, Dhaka",Dhaka, Cantonment, Dhaka-1206,"consultant.jm878@gmail.com, mrinmoyadhakary@yahoo.com"," +8801712621792, +8801942909110",Unavailable,Unregistered,Ar. Mrinmoy Adhikary,A‐121,Sr. Architect,1,2,3
IAB-RP-K01,KHETRO ,4.5,10,Available,"23.77382091961627, 90.41378744807572",2007,2006-2010," Flat ‐1, House‐431,Road‐30,New DOHS,Mohakhali,  Dhaka‐1206",Dhaka,Mohakhali,  Dhaka‐1206,info@khetro.com, +88‐02‐8872212,www.khetro.com,Registered,Ar. Al Numan Md. Yunus,Y‐008,Managing Partner,0,0,0
IAB-RP-K02,KHETTRA ARCHITECTS ,5,28,Available,"23.88293123154381, 90.43311237812642",2005,2001-2005," H#72,Ground Floor,R#8/A, Dhanmondi,Dhaka‐1209",Dhaka, Dhanmondi,Dhaka‐1209,khettra@gmail.com, +88‐02‐ 8142871,www.khettraarchitects.com,Registered,Ar. Mainul Quader Tito,T‐006,CEO,1,6,7
IAB-RP-K03,K2AH+ ARCHITECTS ,5,1,Available,"23.74873889906433, 90.37152615768883",2014,2011-2015," House‐91, 1st Floor, Road‐9/A, Dhanmondi, Dhaka‐1209",Dhaka, Dhanmondi, Dhaka‐1209,k2ah.architects@gmail.com,"88,017,171,839,188,800,000,000,000",https://www.facebook.com/K2AHArchitects,Registered,Ar. Ahsanul Haque Rubel,R‐153,Managing Partner,0,0,0
IAB-RP-K04,KHETTRA ARCHITECTS & ENGINEERS LIMITED ,N/A,N/A,Unavailable,"23.726035351805578, 90.42056708185143",2000,1996-2000," House‐337, Ground Floor, Road‐23, New DOHS, Mohakhali, Dhaka‐1206",Dhaka, Mohakhali, Dhaka‐1206,khettra2000@gmail.com, +88‐02‐8835831,https://khettraarchitects.com/,Registered,Ar. A.K.M Lutful Kabir,K‐065,Managing Director,4,2,6
IAB-RP-K05,KALPAK ARCHITECTS ,N/A,N/A,Unavailable,"24.319158679681298, 91.16316277465637",2019,2016-2020," 13‐B, Rupsha Tower, 07, Kemal Ataturk Avenue, Banani, Dhaka",Dhaka, Banani, Dhaka-1213,kkalpon@gmail.com, +88 01711899081,https://www.kalpakarchitects.com/,Registered,Ar. Kazi Touhidul Islam,I‐041,Partner,2,0,2
IAB-RP-M01,MATRIX   ,N/A,N/A,Unavailable,"23.782175310101128, 90.39491968870429",2000,1996-2000," House‐B‐181, (3rd Floor), Road‐23, New DOHS, Mohakhali, Dhaka‐1206",Dhaka, Mohakhali, Dhaka‐1206,archmiraz@yahoo.com,8801191557292,Unavailable,Unregistered,Ar. Muhammed Miraz Ur Rahman,R‐087,Principal Architect,1,7,8
IAB-RP-M02,MAATRIK ARCHITECTS ,4.5,22,Available,"23.926995672161, 90.77852676367493",2000,1996-2000," 137/A/1, Jahanara Garden, Green Road, Dhaka‐1205",Dhaka, Green Road, Dhaka‐1205,maatrikmail@gmail.com," +8801723563209, +8801673545909",www.maatrik.net,Registered,Ar. Md. Aminul Islam,I‐051,CEO,1,3,4
IAB-RP-M03,MW3 DESIGN + PARTNERS ,5,9,Available,"23.772318380346046, 90.40770065856566",2014,2011-2015," House‐24 (7th Floor), Road‐14, Block‐G, Niketon, Gulshan‐1, Dhaka‐1212",Dhaka, Gulshan, Dhaka‐1212,"mahtab@mw3.com.bd, mw3designpartners@gmail.com", +88‐02‐9840957,www.mw3.com.bd,Registered,Ar. Mahtab Hussain Siddique,S‐101,President & Principal Architect,10,0,10
IAB-RP-N01,NAYREET ARCHITECTS ,4.4,9,Available,"23.791866083503777, 90.40799925432054",2007,2006-2010," House‐14, Road‐13/C, Block‐E, Banani, Dhaka‐1213",Dhaka, Banani, Dhaka‐1213,nayreet_architects@yahoo.com," +88‐02‐7913394, 8957701",www.nayreetarchitects.com,Registered,Ar. Shaila Joarder,J‐013,Managing Partner,0,0,0
IAB-RP-N02,NOUVEAU ARCHITECTS.  ,N/A,N/A,Unavailable,"23.756942537614087, 90.36563135411652",2009,2006-2010," House‐F5, Ground Floor, Block‐E, Jakir Hossain Road, Mohammadpur, Dhaka‐1207",Dhaka, Mohammadpur, Dhaka‐1207,razaoull@gmail.com,8801912137212,Unavailable,Unregistered,Ar. Mohammed Razaoull Karim,K‐132,Proprietor,5,0,5
IAB-RP-N03,NAKSHABID ARCHITECTS ,4.4,5,Available,"23.794066666063117, 90.40415851938975",2006,2006-2010," 8, Kemal Ataturk Avenue, ABC House (5th Floor), Banani C/A, Dhaka‐1213.",Dhaka, Banani, Dhaka‐1213,nakshabid@gmail.com," +88 01819221011, +88 02‐9845080",www.nakshabid.com,Registered,Ar. Bayejid Mahbub Khondker,K‐077,Principal Architect,0,0,0
IAB-RP-O01,OLI MAHMUD ARCHITECTS ,5,12,Available,"23.742035486993473, 90.38547549109933",2008,2006-2010,"170‐171,Elephant Road (B‐1),Hatirpool ,Dhaka 1205",Dhaka,Hatirpool ,Dhaka-1205,olimahmud@gmail.com, +88‐02‐9668945,www.olimahmud.com,Registered,Ar. Oli Mahmud,M‐059,Managing Director,4,3,7
IAB-RP-P01,PRACHEE STHAPATI ,N/A,N/A,Unavailable,"23.747785007110902, 90.38191435856493",2008,2006-2010," Room‐F‐5 (3rd Floor), 113 Lake Circus, Kalabagan, Dhaka‐1205",Dhaka, Kalabagan, Dhaka‐1205,saumenhazra@yahoo.com," +88‐02‐9112912, +8801713065657",www.pracheesthapati.com,Registered,Ar. Saumen Hazra,H‐109,Principal Architect,1,4,5
IAB-RP-P02,PROFILE LTD ,4.8,76,Available,"23.777426969455327, 90.41377161014191",1996,1996-2000," House 18, Road 6,Gulshan‐1 , Dhaka 1213.",Dhaka,Gulshan, Dhaka-1213,"profileltd@gmail.com, info@profilelimited.com"," +88‐02‐9854672‐5, 8812145, 8815034",www.profilelimited.com,Registered,Ar. Md. Abdus Salam,S‐047,Managing Director,21,46,67
IAB-RP-P03,PROKALPA UPODESHTA LTD ,3.8,4,Available,"23.757455652428845, 90.3712860794562",1989,1986-1990," House 2/16 (5th & 6th Fl), Block B, Lalmatia, Dhaka‐1207.",Dhaka, Lalmatia, Dhaka‐1207,info@pulbd.com," +88‐02‐9117689, 9126909",www.pulbd.com,Registered,Ar. Shahidul Hasan Azad,H‐045,Managing Director,0,0,0
IAB-RP-P04,PRONAYON ,4.5,12,Available,"22.32641391984458, 91.8150427008518",1990,1986-1990," Comm.Court(3rd Floor), 95 Agrabad C/A, Chittagong",Chittagong,Agrabad, Chittagong-4100,"pronayon@capcobd.com, shakoor_sohail@yahoo.com",031‐716066,www.pronayon.com,Registered,Ar. Sohail M Shakoor,S‐021,Principal,0,0,0
IAB-RP-R01,REGIONAL ARCHITECTS ,N/A,N/A,Unavailable,"23.78285328704205, 90.39906478870432",2013,2011-2015," House 112,  Road‐06, Mohakhali, New DOHS, Dhaka‐1206",Dhaka,Mohakhali, Dhaka‐1206,regional_architects@yahoo.com,Unavailable,Unavailable,Unregistered,Ar. Jalal Uddin Md. Akbar,A‐128,Partner,2,0,2
IAB-RP-R02,RIDDHI ARCHITECTS ,N/A,N/A,Unavailable,"23.74403351985892, 90.39227061411319",2008,2006-2010," 8/44 Eastern Plaza (7th Floor), Sonargaon Road, Dhaka‐1205",Dhaka, Sonargaon, Dhaka‐1205,riddhi.arch@gmail.com, +88‐02‐8626480,Unavailable,Unregistered,Ar. Abu Hena Md. Zia Uddin,U‐005,Proprietor  & Managing Partner,6,4,10
IAB-RP-R03,RIVNAT ARCHITECTS ,N/A,N/A,Unavailable,"23.752411544802353, 90.38063166945803",2006,2006-2010," 56, Lake Circus, Kalabagan (2nd floor), West Panthapath, Dhaka‐1205",Dhaka, West Panthapath, Dhaka‐1205,rivnat360@gmail.com, +88‐02‐9127032,Unavailable,Unregistered,Ar. Shakhawat Tanvir Hossain,H‐107,Principal Architect,1,2,3
IAB-RP-R04,RACHONA CONSULTANTS ,N/A,N/A,Unavailable,"23.753373458360297, 90.36850734507198",1997,1996-2000," House‐44 (2nd Floor), Road‐15, Block‐D, Banani, Dhaka‐1213",Dhaka, Banani, Dhaka‐1213,rachona@gmail.com," +88‐02‐9820896, +8801713017973",Unavailable,Unregistered,Ar. Riad Rouf,R‐061,Principal Architect,3,2,5
IAB-RP-R05,REINCARNATION ,4.8,11,Available,"23.77305505957899, 90.41422369479922",2010,2006-2010," Apt‐5, House‐3, Road‐7, Block‐C, Niketon, Gulshan‐1, Dhaka‐1212",Dhaka, Gulshan, Dhaka‐1212,reincarnationbd@yahoo.com, +88‐02‐9854352,www.reincarnation‐bd.com,Registered,Ar. Khandoker Abdal Hossain,H‐133,Principal Architect  & Partner,6,5,11
IAB-RP-R06,ROOFLINERS_STUDIO OF ARCHITECTURE ,4.9,39,Available,"23.761620517626387, 90.37163569109993",2012,2011-2015," Flat‐C1, House‐277, Road‐01, Baitul Aman Housing Society, Adabor, Mohammadpur, Dhaka‐1207",Dhaka, Mohammadpur, Dhaka‐1207,"contact@roofliners.org, roofliners.bd@gmail.com"," +8801706602332, +8801815007774",www.roofliners.org,Registered,Ar. Sarawat Iqbal,I‐091,Architect Partner,0,0,0
IAB-RP-R07,ROSEBUD CONSULTANTS LTD ,5,3,Available,"23.736014112825597, 90.41195950644169",1995,1991-1995," 14, Bijoy Nagar, 3rd Floor, Dhaka‐1000",Dhaka, Bijoy Nagar, Dhaka‐1000,rosebudcon@gmail.com," +88‐02‐9334169, +88‐02‐9354491",Unavailable,Unregistered,Ar. A.K.M. Quamrul Hasan,H‐071,Managing Director,1,0,1
IAB-RP-R08,River & Rain Ltd. ,4.5,65,Available,"23.81102673505338, 90.41998636589054",2015,2011-2015," H‐100B, Road‐6A, Banani DOHS, Banani, Dhaka‐1206",Dhaka, Banani, Dhaka‐1206,riverandraininfo@gmail.com, +88 01734017695 +88 01746506316,www.riverandrain.net,Registered,Ar. Kazi Fida Islam,I‐060,Principal Architect,0,0,0
IAB-RP-S01,SAIUJ CONSULTANTS ,N/A,N/A,Unavailable,"23.87677493799367, 90.48189591593113",2001,2001-2005," 539, Baitul Aman Housing Society, Road‐12, P.S. Adabor, P.O.‐Mohammedpur, Dhaka‐1207",Dhaka,Mohammedpur, Dhaka‐1207,saiuj_con@yahoo.com, +88‐02‐8190746,Unavailable,Unregistered,Ar.Mirza Shahper Jalil,J‐019,Managing Director,0,0,0
IAB-RP-S02,SCENIC ,N/A,N/A,Unavailable,"23.750806921603775, 90.38730022603043",2008,2006-2010," Fattah Plaza (8th Floor),  70 Green road, Dhaka‐1205",Dhaka, Green road, Dhaka‐1205,scenicbd@gmail.com, +88‐02‐9677467,Unavailable,Unregistered,Ar. Mohammad Fazlul Quader,Q‐004,CEO,2,3,5
IAB-RP-S03,SHANGBIT ,N/A,N/A,Unavailable,"23.745682010442472, 90.3762528953452",2010,2006-2010," House‐60/A, Road‐7/A, Dhanmondi, Dhaka",Dhaka, Dhanmondi, Dhaka-1209,shangbit.architects@gmail.com,Unavailable,Unavailable,Unregistered,Ar. Abu Sayem Mohammad Rahmatullah,R‐083,Partner,2,1,3
IAB-RP-S03,SHELTER ARCHITECTS AND ENGINEERS LIMITED  ,5,9,Available,"24.940801805327755, 92.95739938315975",1996,1996-2000," 5, Outer Circular Road, Z.R. Tower (2nd floor), Rajarbag, Dhaka‐1217",Dhaka, Rajarbag, Dhaka‐1217,shelterarchitect32@yahoo.com," +88‐02‐9358428, 8333384",Unavailable,Unregistered,Ar. Mukhtar Ahmed,A‐023,Managing Director,6,12,18
IAB-RP-S04,SILT ,4.4,37,Available,"27.257593178496325, 100.99156985606672",2011,2011-2015," House‐204/A, Road‐09, New DOHS, Mohakhali, Dhaka‐1206",Dhaka, Mohakhali, Dhaka‐1206,"silt.bd@gmail.com,silt@silt.com.bd", +88‐02‐9892062,www.silt.com.bd,Registered,Ar.Razib Hassan Chowdhury,C‐0048,Principal Architect,1,2,3
IAB-RP-S05,SPACE SCAPE ,4.2,23,Available,"13.042924915968223, 80.26554999085523",1996,1996-2000," H‐78,Road 11, Sector 13,Uttara ,Dhaka 1230",Dhaka,Uttara ,Dhaka 1230,arch_pintoo@yahoo.com, +88‐02‐8918765,Unavailable,Unregistered,Ar. Rafiul Alam,A‐047,Chief Executive,1,2,3
IAB-RP-S06,SRISHTI SHAILEE ,5,2,Available,"23.773632075282656, 90.41146983569553",2008,2006-2010," House‐297B, Road‐19B, New DOHS, Mohakhali, Dhaka‐1206",Dhaka, Mohakhali, Dhaka‐1206,srishtishailee@yahoo.com," +88‐02‐8711883, 8711884",Unavailable,Unregistered,Ar. Mobin Uddin Mohammed Helaly,H‐134,Partner Architect,2,8,10
IAB-RP-S07,SRISTI UPADESHTA ,1,1,Available,"23.751066812045433, 90.42680510501039",1995,1991-1995," 3/3, North Road, (4th Floor),  Dhanmondi‐1205",Dhaka,  Dhanmondi,Dhaka-1205,saiful.hafiz@gmail.com,88-029346825,Unavailable,Unregistered,Ar. Saiful Hafiz,H‐055,Principal Architect,2,3,5
IAB-RP-S08,STUDIO XI ARCHITECTS ,4.7,6,Available,"23.73979040969185, 90.39002338924982",2003,2001-2005," 211/1,Elephant Road, Dhaka‐1205",Dhaka,Elephant Road,Dhaka‐1205,studio_xi_architects@yahoo.com," +88‐02‐8813992, 9889360",Unavailable,Unregistered,Ar. Ashik Vaskor Mannan,M‐070,Managing Partner,2,3,5
IAB-RP-S09,STUDIO ECOTECTURE LIMITED ,3,5,Available,"23.7509041635846, 90.38826949479856",2011,2011-2015," 1st Floor, H‐57/D, Road‐15A (New), 26 (old), Dhanmondi Res. Area, Dhaka‐1205.",Dhaka, Dhanmondi Res. Area, Dhaka‐1205,info@studioecotecture.com, +88‐02‐8191422,www.studioecotecture.com,Registered,Ar. S. M. Hasan Kabir,K‐030,Managing Director,4,6,10
IAB-RP-S10,STUDIO HDA ,N/A,N/A,Unavailable,"23.784779976902765, 90.39676090369812",2013,2011-2015," 14/C,(Gr Floor), Road ‐02,Block‐ L, Banani , Dhaka.",Dhaka, Banani , Dhaka-1213,studiohda@gmail.com, +88‐02‐9888123,https://www.studiohda.com/,Registered,Ar. Mohammad Maksumul Hoque,H‐150,Chief Architect,1,5,6
IAB-RP-S11,STYLE LIVING ARCHITECTS LTD ,4.3,33,Available,"22.368341910990797, 91.82944255242909",2004,2001-2005," Ramna Trade Center (8th Floor), 36/7 CDA Avenue, Muradpur, Chittagong",Chittagong, Muradpur, Chittagong-4203,chairman@stylelivingbd.com,01714-050222,www.stylelivingbd.com,Registered,Ar. Md. Mizanur Rahman,R‐097,Chairman,0,0,0
IAB-RP-S12,SYMBIOTIC ARCHITECTS & ASSOCIATES  ,N/A,N/A,Unavailable,"23.87584824662597, 90.38670907761036",2011,2011-2015," Ground Floor, House‐78, Road‐18, Sector‐11, Uttara, Dhaka‐1230",Dhaka, Uttara, Dhaka‐1230,Symbiotic.aa@live.com, +88‐02‐8991817,https://www.symbiotic.com.bd/,Registered,Ar.Abul Bashar Md. Shamsuzzaman,S‐027,Managing Partner,4,6,10
IAB-RP-S13,SYNTHESIS ARCHITECTS ,4.7,22,Available,"23.785949688870392, 90.40307088315605",1999,1996-2000," House‐30, Block‐KA, Pisci Culture H/S, Shamoly, Dhaka‐1207",Dhaka, Shamoly, Dhaka‐1207,"synthesisarchitectsbd@gmail.com, synthesis_arch@yahoo.com"," +88‐02‐9124105,9124638,8141642",https://www.synthesisarchitectsltd.com/,Registered,Ar. Patrick D’Rozario,R‐135,Partner,12,14,26
IAB-RP-S14,S & ASSOCIATES ,5,1,Available,"23.72977481420728, 90.41819027432531",2009,2006-2010," 44/7‐A,B, 1st Floor, Suite‐03, West Panthapoth, Dhaka",Dhaka, West Panthapoth, Dhaka-1205,sabd5200@gmail.com,8801730303421,https://sites.google.com/view/sabd/home?authuser=0,Registered,Ar. Md. Raisul Rafi Shaon,S‐089,CEO & Sr. Architect,2,1,3
IAB-RP-S15,SHATOTTO ARCHITECTURE FOR GREEN LIVING ,4.4,14,Available,"23.804172317678447, 90.42250956781402",1995,1991-1995," House‐1/11, 2nd Floor, Iqbal Road, Mohammadpur, Dhaka‐1209",Dhaka, Mohammadpur, Dhaka‐1209,shatotto@gmail.com," +88‐02‐8119702, +8801711641175",www.shatottogreen.com,Registered,Ar. Md. Rafiq Azam,A‐055,Principal Architect,9,5,14
IAB-RP-S16,"SPACE ARCHITECTS, ENGINEERS, PLANNERS ",4.9,269,Available,"23.745686583158392, 90.38427032993972",2011,2011-2015," House#407 (5‐A), Road#29, New DOHS, Mohakhali, Dhaka 1206",Dhaka, Mohakhali, Dhaka 1206,"fawad_hyder@yahoo.com, info@spacearcht.com"," +88‐02‐9840245, +8801979873387",www.spacearcht.com,Registered,Ar. D.S. Fawad Hyder,H‐056,Proprietor,0,0,0
IAB-RP-S17,STHAPOTIK ,5,2,Available,"23.755170354968815, 90.36976328315507",2006,2006-2010," House‐8/2, 1st Floor, Block‐D, Lalmatia, Dhaka",Dhaka, Lalmatia, Dhaka-1207,sthapotik_arch@yahoo.com,8801713039777,www.sthapotik.com,Registered,Ar. Sharif Uddin Ahammed,A‐137,Proprietor,5,2,7
IAB-RP-S18,STUDIO DHAKA ARCHITECTS ,5,2,Available,"23.87376942472178, 90.40990858106717",2017,2016-2020," 44, Rabindra Sharani Road, Sector‐7, Uttara Model Town, Dhaka‐1230",Dhaka, Uttara Model Town, Dhaka‐1230,studio.dhaka.architects@gmail.com,8801534355957,www.studiodhakaarchitects.com,Registered,Ar. Tarek Md. Saidul Islam,I‐081,Principal Architect,2,1,3
IAB-RP-S19,STUDIO DHAKA LIMITED. ,4.5,75,Available,"23.75000452383661, 90.37520218315485",2016,2016-2020," House‐91/1, Road‐11/A, Dhanmondi R/A, Dhaka‐1205",Dhaka, Dhanmondi, Dhaka‐1205,studiodhakaltd@gmail.com,8801711335635,www.studiodhaka.com,Registered,Ar. Muhammad Moniruzzaman,M‐086,Managing Director,4,7,11
IAB-RP-S20,SYSTEM ARCHITECTS ,4.4,59,Available,"23.796889328861628, 90.4084266101425",2001,2001-2005," House‐31, [Celeste], Unit‐A2, Road‐20, Block‐K, Banani, Dhaka‐1213",Dhaka, Banani, Dhaka‐1213,nirjhar@systemarchitectsbd.com," +88‐02‐9843303, +88‐02‐9842193",www.systemarchitectsbd.com,Registered,Ar. Enamul Karim,K‐058,Principal Architect & CEO,4,9,13
IAB-RP-S21,SILVERBRICKS ,4.4,8,Available,"22.346777372398755, 91.82130311009979",2008,2006-2010," 3rd Floor, IEB Bhaban, S.S Khaled Road, Chittagong",Chittagong,S.S Khaled Road,Chittagong-4000,info@silverbricksbd.com, +88‐01714084433,https://silverbricksbd.com/login,Registered,Ar. Mohammad Asaduzzaman Chowdhury,C‐040,Managing Partner,0,0,0
IAB-RP-S22,STUDIO MORPHOGENESIS LTD. ,5,2,Available,"23.75561991451502, 90.36741531014123",2014,2011-2015," Suite‐2D, House‐11, Road‐14, Gulshan‐1, Dhaka‐1212",Dhaka, Gulshan, Dhaka‐1212,design@studiomorphogenesis.com, +88 01723819678 +88 02 9858862,www.studiomorphogenesis.com,Registered,Ar. Shahla Karim Kabir,K‐050,,0,0,0
IAB-RP-T01,THE DESIGNERS ,4.9,18,Available,"23.749878904462058, 90.38234350408126",2001,2001-2005,"House‐431, Road‐30, DOHS, Mohakhali, Dhaka‐1206",Dhaka, Mohakhali, Dhaka‐1206,malikshaheen@yahoo.com, +88‐02‐9850798,Unavailable,Unregistered,Ar. Shaheen Malik,M‐009,CEO,1,5,6
IAB-RP-T02,TRIANGLE CONSULTANTS ,N/A,N/A,Unavailable,"24.018326400731294, 93.16973674653455",1993,1991-1995,"House 120(B),Road#1,Block#F, Banani , Dhaka‐1213",Dhaka, Banani , Dhaka‐1213,shakoormajid@yahoo.com, +88‐02‐8812109‐10,https://www.triangle-consultants.com/,Registered,Ar. Shakoor Majid,M‐031,CEO,2,7,9
IAB-RP-T03,TANYA KARIM N.R. KHAN & ASSOCIATES ,4.5,23,Available,"23.74701172647182, 90.37563805062025",1993,1991-1995,"Laboni‐2, Flat‐B1 & C1, House‐24, Road‐9/A, Dhanmond R/A, Dhaka‐1209",Dhaka, Dhanmond, Dhaka‐1209,mail@tknrk.com," +88‐02‐58156547, +88‐02‐9142487",www.tknrk.com,Registered,Ar. Nurur Rahman Khan,K‐049,Architect Partner,0,0,0
IAB-RP-T04,TARIQUE HASAN & ASSOCIATES LTD. ,4.7,22,Available,"23.793052956295824, 90.40314889110087",2013,2011-2015,"House‐31, Road‐06, Block‐C, Banani, Dhaka‐1213",Dhaka, Banani, Dhaka‐1213,tarique.37@gmail.com," +88‐02‐9896337, +88‐02‐9882504",www.thalbd.com,Registered,Ar. Tarique Hasan,H‐097,Managing Director,5,5,10
IAB-RP-T05,TRIOTECT & ASSOCIATES LTD. ,4.8,16,Available,"23.75191434027837, 90.38368601199058",2018,2016-2020,"25/2, Rani Garh (2nd Floor), Lake Circus, Kalabagan, Dhaka‐1205",Dhaka, Kalabagan, Dhaka‐1205,info@triotect.com.bd," +8801777768366, +8801777768367",www.triotect.com.bd,Registered,Ar. Md. Tareq Abdullah,A‐236,Director,0,0,0
IAB-RP-U01,UNITED CONSULTANT ,4.3,7,Available,"23.84093988067884, 90.47364645915496",2003,2001-2005,"House‐211, (2nd & 3rd), Lane‐13, Lake Road, New DOHS, Mohakhali, Dhaka‐1206",Dhaka, Mohakhali, Dhaka‐1206,mail.awpl@yahoo.com," +88‐02‐9849303, +88‐02‐9849317",Unavailable,Unregistered,Ar. Md. Maruf Hossain Khan,K‐073,Principal Architect,3,12,15
IAB-RP-U02,URBANA ,4.7,26,Available,"23.800960301696428, 90.30062870677874",1996,1996-2000,"House‐56, Road‐5/A, Dhanmondi, Dhaka‐1209",Dhaka, Dhanmondi, Dhaka‐1209,urbana.communications@gmail.com," +88‐02‐9671500, +88‐02‐9671515",https://kashefchowdhury-urbana.com/,Registered,Ar. Mahboob‐E‐Sobhan Chowdhury,C‐025,Principal Architect,6,10,16
IAB-RP-V01,VASTUVITA ARCHITECTS ,3.8,4,Available,"23.87603487490434, 90.3867243371311",2005,2001-2005," Amelia, Suite:A6, House‐71, Road‐17, Sector‐11, Uttara, Dhaka‐1230",Dhaka, Uttara, Dhaka‐1230,vita_arc@yahoo.com, +88‐01678016706,https://vastuvitaarchitects.com/,Registered,Ar. Amit Kumar Saha,S‐077,Partner,0,0,0
IAB-RP-V02,VENNA  ARCHITECTS ,4.6,12,Available,"23.7436527650608, 90.38519011014091",2002,2001-2005," Level‐05, A K Complex,    19‐Green Road, Dhaka‐1205",Dhaka,Green Road, Dhaka‐1205,"architects.venna@gmail.com, architect.asif@gmail.com", +88‐02‐ 8625835,https://vennaarchitects.com/,Registered,Ar. Asif Mohammed Ahsanul Haq,H‐117,Managing Partner,3,6,9
